test_image,response,resptime
./../img_out/final_20_12_7_4/art_3_r_4.jpeg,2,1.055343
./../img_out/final_20_12_7_4/art_4_4.jpeg,1,1.011092
./../img_out/final_20_12_7_4/art_7_r_20.jpeg,4,2.730083
./../img_out/final_20_12_7_4/art_2_r_4.jpeg,1,2.116042
./../img_out/final_20_12_7_4/portrait_10_r_20.jpeg,4,2.268902
./../img_out/final_20_12_7_4/portrait_2_r.jpeg,5,2.898164
./../img_out/final_20_12_7_4/portrait_3_r_7.jpeg,2,2.637615
./../img_out/final_20_12_7_4/art_10_12.jpeg,2,1.998806
./../img_out/final_20_12_7_4/art_8_r_20.jpeg,2,1.531611
./../img_out/final_20_12_7_4/portrait_10_20.jpeg,4,1.251373
./../img_out/final_20_12_7_4/art_3_4.jpeg,2,2.9476
./../img_out/final_20_12_7_4/art_4_r_7.jpeg,2,2.052658
./../img_out/final_20_12_7_4/nature_6_r_20.jpeg,2,1.525224
./../img_out/final_20_12_7_4/nature_4_r_4.jpeg,3,4.419764
./../img_out/final_20_12_7_4/art_9_r_4.jpeg,2,2.67296
./../img_out/final_20_12_7_4/art_10_r.jpeg,3,1.032347
./../img_out/final_20_12_7_4/nature_7_7.jpeg,4,1.879679
./../img_out/final_20_12_7_4/portrait_7_r_12.jpeg,4,2.229739
./../img_out/final_20_12_7_4/nature_1_7.jpeg,2,2.192108
./../img_out/final_20_12_7_4/portrait_1_r.jpeg,5,1.610256
./../img_out/final_20_12_7_4/nature_2.jpeg,2,9.537539
./../img_out/final_20_12_7_4/art_9_r.jpeg,4,5.885518
./../img_out/final_20_12_7_4/art_4_7.jpeg,2,4.442515
./../img_out/final_20_12_7_4/nautre_9_7.jpeg,2,5.572078
./../img_out/final_20_12_7_4/portrait_9_r_12.jpeg,4,1.105204
./../img_out/final_20_12_7_4/nautre_8_r_12.jpeg,4,3.215942
./../img_out/final_20_12_7_4/art_5_r_4.jpeg,2,0.931613
./../img_out/final_20_12_7_4/nature_1_20.jpeg,3,4.742264
./../img_out/final_20_12_7_4/portrait_5.jpeg,5,3.585665
./../img_out/final_20_12_7_4/art_1_7.jpeg,2,1.567527
./../img_out/final_20_12_7_4/art_4.jpeg,4,1.397827
./../img_out/final_20_12_7_4/portrait_8_r_20.jpeg,5,2.343981
./../img_out/final_20_12_7_4/nature_5_r_7.jpeg,2,0.913185
./../img_out/final_20_12_7_4/art_1_r.jpeg,2,1.235378
./../img_out/final_20_12_7_4/art_3_20.jpeg,4,1.661167
./../img_out/final_20_12_7_4/nautre_9_20.jpeg,4,0.984236
./../img_out/final_20_12_7_4/art_5_r_12.jpeg,4,0.983806
./../img_out/final_20_12_7_4/art_2_7.jpeg,2,1.53228
./../img_out/final_20_12_7_4/portrait_6_r_4.jpeg,2,1.045539
./../img_out/final_20_12_7_4/portrait_4_r_20.jpeg,2,1.92325
./../img_out/final_20_12_7_4/portrait_7.jpeg,5,1.268833
./../img_out/final_20_12_7_4/art_8_4.jpeg,2,1.5052
./../img_out/final_20_12_7_4/nature_10_r.jpeg,4,1.930863
./../img_out/final_20_12_7_4/nature_1_12.jpeg,2,1.034258
./../img_out/final_20_12_7_4/art_9.jpeg,4,2.341731
./../img_out/final_20_12_7_4/nautre_8_12.jpeg,3,2.797015
./../img_out/final_20_12_7_4/nature_10_r_7.jpeg,2,1.968261
./../img_out/final_20_12_7_4/art_8.jpeg,3,2.867109
./../img_out/final_20_12_7_4/nature_1_r_7.jpeg,2,1.050154
./../img_out/final_20_12_7_4/portrait_7_r_4.jpeg,2,4.699208
./../img_out/final_20_12_7_4/portrait_3_12.jpeg,4,1.02035
./../img_out/final_20_12_7_4/art_5_r.jpeg,4,2.891371
./../img_out/final_20_12_7_4/portrait_5_20.jpeg,4,3.377006
./../img_out/final_20_12_7_4/portrait_6.jpeg,5,1.549078
./../img_out/final_20_12_7_4/nature_2_20.jpeg,3,2.083395
./../img_out/final_20_12_7_4/nature_3_4.jpeg,1,1.237011
./../img_out/final_20_12_7_4/nautre_9.jpeg,4,2.16814
./../img_out/final_20_12_7_4/art_3.jpeg,4,2.493903
./../img_out/final_20_12_7_4/portrait_8_12.jpeg,4,1.819038
./../img_out/final_20_12_7_4/art_6_r_12.jpeg,2,3.780503
./../img_out/final_20_12_7_4/nature_3_r_12.jpeg,5,1.579864
./../img_out/final_20_12_7_4/nautre_8_r_4.jpeg,1,1.321693
./../img_out/final_20_12_7_4/art_1_4.jpeg,2,1.675983
./../img_out/final_20_12_7_4/nature_1_r_4.jpeg,2,1.518605
./../img_out/final_20_12_7_4/portrait_6_r.jpeg,5,1.396745
./../img_out/final_20_12_7_4/art_10_r_12.jpeg,4,3.929797
./../img_out/final_20_12_7_4/nature_5_12.jpeg,2,0.927037
./../img_out/final_20_12_7_4/portrait_2_r_20.jpeg,5,0.903902
./../img_out/final_20_12_7_4/art_6.jpeg,5,1.331055
./../img_out/final_20_12_7_4/nature_2_r_4.jpeg,1,4.323947
./../img_out/final_20_12_7_4/art_5_7.jpeg,2,1.087083
./../img_out/final_20_12_7_4/nature_5_r_20.jpeg,3,1.615499
./../img_out/final_20_12_7_4/art_7_r_4.jpeg,2,2.037153
./../img_out/final_20_12_7_4/nature_6_4.jpeg,2,1.436897
./../img_out/final_20_12_7_4/art_1_r_12.jpeg,4,3.546826
./../img_out/final_20_12_7_4/nature_1_4.jpeg,2,3.546595
./../img_out/final_20_12_7_4/portrait_10_12.jpeg,4,1.244506
./../img_out/final_20_12_7_4/nautre_9_r_7.jpeg,2,4.218131
./../img_out/final_20_12_7_4/nature_2_r_12.jpeg,2,1.23729
./../img_out/final_20_12_7_4/art_8_r_4.jpeg,2,1.573707
./../img_out/final_20_12_7_4/portrait_10.jpeg,5,2.451268
./../img_out/final_20_12_7_4/portrait_5_r_4.jpeg,1,1.187148
./../img_out/final_20_12_7_4/nature_4_20.jpeg,4,6.609051
./../img_out/final_20_12_7_4/art_3_r.jpeg,4,1.072578
./../img_out/final_20_12_7_4/portrait_10_r.jpeg,4,1.962738
./../img_out/final_20_12_7_4/nautre_9_r_12.jpeg,4,0.922631
./../img_out/final_20_12_7_4/nature_4_r_20.jpeg,4,2.933412
./../img_out/final_20_12_7_4/art_3_12.jpeg,2,1.262941
./../img_out/final_20_12_7_4/nature_2_r.jpeg,4,1.318661
./../img_out/final_20_12_7_4/art_4_r_4.jpeg,2,3.445063
./../img_out/final_20_12_7_4/portrait_6_r_12.jpeg,2,4.318772
./../img_out/final_20_12_7_4/art_8_20.jpeg,2,1.967043
./../img_out/final_20_12_7_4/portrait_1_r_20.jpeg,4,1.374957
./../img_out/final_20_12_7_4/portrait_10_r_7.jpeg,3,1.582598
./../img_out/final_20_12_7_4/art_1_r_20.jpeg,2,6.523672
./../img_out/final_20_12_7_4/portrait_4_20.jpeg,3,8.679075
./../img_out/final_20_12_7_4/portrait_1_4.jpeg,1,1.376323
./../img_out/final_20_12_7_4/art_7_7.jpeg,2,1.514017
./../img_out/final_20_12_7_4/portrait_7_r_20.jpeg,4,1.282587
./../img_out/final_20_12_7_4/nature_7.jpeg,3,2.680645
./../img_out/final_20_12_7_4/art_3_r_20.jpeg,3,5.432586
./../img_out/final_20_12_7_4/art_8_r.jpeg,3,1.634035
./../img_out/final_20_12_7_4/art_10_4.jpeg,1,1.260846
./../img_out/final_20_12_7_4/portrait_1_7.jpeg,2,1.315091
./../img_out/final_20_12_7_4/portrait_4_7.jpeg,1,1.1912
./../img_out/final_20_12_7_4/nature_6_20.jpeg,2,1.205891
./../img_out/final_20_12_7_4/art_4_r.jpeg,2,5.332826
